Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Amount (IND),Category_Risk Score,Category_Amt (IND),
TX0000000948,UK,3980790,Property Purchase,2/9/13 11:00,Person_2589,Arms Trade,UAE,TRUE,Legal,5,9,Bank_337,Luxembourg,354290310,Medium Risk,Large Transaction,
TX0000000949,USA,1792105,Cash Withdrawal,2/9/13 12:00,Person_6957,Real Estate,USA,FALSE,Illegal,5,0,Bank_92,Luxembourg,159497345,Medium Risk,Large Transaction,
TX0000000950,Singapore,2859216,Cash Withdrawal,2/9/13 13:00,Person_7683,Luxury Goods,Switzerland,FALSE,Illegal,4,6,Bank_350,Cayman Islands,254470224,Less Risk,Large Transaction,
TX0000000951,India,2218401,Cryptocurrency,2/9/13 14:00,Person_7351,Real Estate,Brazil,FALSE,Illegal,5,0,Bank_252,Luxembourg,197437689,Medium Risk,Large Transaction,
TX0000000952,Singapore,4506986,Stocks Transfer,2/9/13 15:00,Person_9001,Casinos,USA,FALSE,Legal,9,9,Bank_344,Luxembourg,401121754,Large Risk,Large Transaction,
TX0000000953,Russia,2643594,Cash Withdrawal,2/9/13 16:00,Person_3983,Casinos,South Africa,FALSE,Legal,5,6,Bank_406,Panama,235279866,Medium Risk,Large Transaction,
TX0000000954,China,4365025,Stocks Transfer,2/9/13 17:00,Person_802,Luxury Goods,India,FALSE,Illegal,9,3,Bank_452,Bahamas,388487225,Large Risk,Large Transaction,
TX0000000955,Brazil,2135045,Property Purchase,2/9/13 18:00,Person_1137,Luxury Goods,Russia,TRUE,Illegal,8,9,Bank_235,Luxembourg,190019005,Medium Risk,Large Transaction,
TX0000000956,South Africa,1110563,Offshore Transfer,2/9/13 19:00,Person_3878,Luxury Goods,Singapore,FALSE,Legal,1,6,Bank_218,Switzerland,98840107,Less Risk,Large Transaction,
TX0000000957,UK,1721558,Property Purchase,2/9/13 20:00,Person_756,Luxury Goods,UAE,FALSE,Legal,8,6,Bank_103,Panama,153218662,Medium Risk,Large Transaction,
TX0000000958,China,3926370,Property Purchase,2/9/13 21:00,Person_530,Real Estate,UK,FALSE,Illegal,4,5,Bank_16,Bahamas,349446930,Less Risk,Large Transaction,
TX0000000959,Switzerland,1980587,Offshore Transfer,2/9/13 22:00,Person_9529,Arms Trade,China,TRUE,Illegal,10,7,Bank_110,Panama,176272243,Large Risk,Large Transaction,
TX0000000960,UK,1850353,Cryptocurrency,2/9/13 23:00,Person_9722,Construction,South Africa,TRUE,Illegal,10,6,Bank_232,Panama,164681417,Large Risk,Large Transaction,
TX0000000961,Brazil,3595365,Property Purchase,2/10/13 0:00,Person_431,Casinos,USA,FALSE,Illegal,8,1,Bank_481,Singapore,319987485,Medium Risk,Large Transaction,
TX0000000962,USA,1266006,Cryptocurrency,2/10/13 1:00,Person_9037,Oil & Gas,Brazil,TRUE,Illegal,2,0,Bank_399,Singapore,112674534,Less Risk,Large Transaction,
TX0000000963,India,4602331,Cryptocurrency,2/10/13 2:00,Person_4409,Construction,South Africa,FALSE,Legal,8,5,Bank_404,Switzerland,409607459,Medium Risk,Large Transaction,
TX0000000964,UAE,2355258,Offshore Transfer,2/10/13 3:00,Person_905,Casinos,China,FALSE,Illegal,8,5,Bank_79,Cayman Islands,209617962,Medium Risk,Large Transaction,
TX0000000965,Singapore,2204778,Stocks Transfer,2/10/13 4:00,Person_7169,Finance,UAE,TRUE,Illegal,3,0,Bank_205,Luxembourg,196225242,Less Risk,Large Transaction,
TX0000000966,UAE,1262443,Cryptocurrency,2/10/13 5:00,Person_5790,Real Estate,Russia,TRUE,Illegal,2,2,Bank_15,Panama,112357427,Less Risk,Large Transaction,
TX0000000967,Russia,70032,Stocks Transfer,2/10/13 6:00,Person_9648,Construction,Brazil,TRUE,Legal,1,3,Bank_68,Cayman Islands,6232848,Less Risk,Medium Transaction,
TX0000000968,UK,3902688,Offshore Transfer,2/10/13 7:00,Person_751,Luxury Goods,India,FALSE,Illegal,3,5,Bank_24,Cayman Islands,347339232,Less Risk,Large Transaction,
TX0000000969,Brazil,3399111,Offshore Transfer,2/10/13 8:00,Person_2621,Luxury Goods,South Africa,FALSE,Illegal,1,0,Bank_481,Luxembourg,302520879,Less Risk,Large Transaction,
TX0000000970,India,1129591,Stocks Transfer,2/10/13 9:00,Person_919,Luxury Goods,China,TRUE,Illegal,9,6,Bank_412,Singapore,100533599,Large Risk,Large Transaction,
TX0000000971,UAE,2314894,Offshore Transfer,2/10/13 10:00,Person_133,Real Estate,USA,FALSE,Illegal,6,1,Bank_334,Singapore,206025566,Medium Risk,Large Transaction,
TX0000000972,UAE,409767,Stocks Transfer,2/10/13 11:00,Person_2106,Construction,Switzerland,FALSE,Illegal,1,1,Bank_150,Luxembourg,36469263,Less Risk,Large Transaction,
TX0000000973,Switzerland,2590179,Cryptocurrency,2/10/13 12:00,Person_1816,Luxury Goods,Brazil,FALSE,Legal,7,2,Bank_416,Cayman Islands,230525931,Medium Risk,Large Transaction,
TX0000000974,India,3567441,Stocks Transfer,2/10/13 13:00,Person_6374,Arms Trade,Russia,FALSE,Illegal,9,0,Bank_157,Luxembourg,317502249,Large Risk,Large Transaction,
TX0000000975,UK,3610585,Property Purchase,2/10/13 14:00,Person_3458,Real Estate,UK,FALSE,Illegal,7,4,Bank_484,Luxembourg,321342065,Medium Risk,Large Transaction,
TX0000000976,Brazil,3344648,Cash Withdrawal,2/10/13 15:00,Person_8370,Construction,UAE,FALSE,Legal,7,7,Bank_260,Bahamas,297673672,Medium Risk,Large Transaction,
TX0000000977,China,663720,Cryptocurrency,2/10/13 16:00,Person_7355,Casinos,UK,FALSE,Illegal,6,3,Bank_283,Panama,59071080,Medium Risk,Large Transaction,
TX0000000978,UK,619540,Cash Withdrawal,2/10/13 17:00,Person_2778,Construction,Switzerland,FALSE,Illegal,3,3,Bank_430,Luxembourg,55139060,Less Risk,Large Transaction,
TX0000000979,Switzerland,1777905,Property Purchase,2/10/13 18:00,Person_1330,Oil & Gas,UAE,FALSE,Legal,8,1,Bank_240,Luxembourg,158233545,Medium Risk,Large Transaction,
TX0000000980,USA,3372247,Cryptocurrency,2/10/13 19:00,Person_7267,Oil & Gas,China,FALSE,Illegal,3,4,Bank_295,Panama,300129983,Less Risk,Large Transaction,
TX0000000981,South Africa,3641260,Cash Withdrawal,2/10/13 20:00,Person_5487,Arms Trade,UAE,FALSE,Illegal,2,6,Bank_480,Singapore,324072140,Less Risk,Large Transaction,
TX0000000982,China,3459547,Cash Withdrawal,2/10/13 21:00,Person_8339,Construction,China,FALSE,Illegal,6,4,Bank_172,Cayman Islands,307899683,Medium Risk,Large Transaction,
TX0000000983,Brazil,2176789,Cash Withdrawal,2/10/13 22:00,Person_7258,Oil & Gas,UK,FALSE,Illegal,8,3,Bank_317,Cayman Islands,193734221,Medium Risk,Large Transaction,
TX0000000984,Brazil,4854827,Offshore Transfer,2/10/13 23:00,Person_1104,Finance,Brazil,FALSE,Illegal,5,3,Bank_272,Singapore,432079603,Medium Risk,Large Transaction,
TX0000000985,China,4143971,Offshore Transfer,2/11/13 0:00,Person_8627,Arms Trade,South Africa,TRUE,Illegal,2,9,Bank_237,Panama,368813419,Less Risk,Large Transaction,
TX0000000986,Russia,4280315,Cash Withdrawal,2/11/13 1:00,Person_6347,Real Estate,China,FALSE,Illegal,1,7,Bank_62,Panama,380948035,Less Risk,Large Transaction,
TX0000000987,USA,1046887,Property Purchase,2/11/13 2:00,Person_5294,Real Estate,India,FALSE,Illegal,4,7,Bank_23,Cayman Islands,93172943,Less Risk,Large Transaction,
TX0000000988,China,4348419,Cryptocurrency,2/11/13 3:00,Person_3719,Finance,Singapore,FALSE,Legal,9,5,Bank_26,Singapore,387009291,Large Risk,Large Transaction,
TX0000000989,UK,4672864,Cryptocurrency,2/11/13 4:00,Person_9256,Oil & Gas,Brazil,TRUE,Legal,3,2,Bank_127,Cayman Islands,415884896,Less Risk,Large Transaction,
TX0000000990,UAE,4000858,Cryptocurrency,2/11/13 5:00,Person_2183,Arms Trade,UK,FALSE,Illegal,3,1,Bank_438,Panama,356076362,Less Risk,Large Transaction,
TX0000000991,India,3677395,Offshore Transfer,2/11/13 6:00,Person_6497,Oil & Gas,China,FALSE,Illegal,8,0,Bank_355,Luxembourg,327288155,Medium Risk,Large Transaction,
TX0000000992,Russia,1381391,Offshore Transfer,2/11/13 7:00,Person_9785,Finance,UK,FALSE,Legal,7,0,Bank_30,Singapore,122943799,Medium Risk,Large Transaction,
TX0000000993,South Africa,2548594,Cash Withdrawal,2/11/13 8:00,Person_2813,Construction,Russia,FALSE,Illegal,9,7,Bank_297,Panama,226824866,Large Risk,Large Transaction,
TX0000000994,Singapore,4587935,Offshore Transfer,2/11/13 9:00,Person_6574,Real Estate,South Africa,FALSE,Illegal,6,9,Bank_52,Cayman Islands,408326215,Medium Risk,Large Transaction,
TX0000000995,Singapore,2194981,Offshore Transfer,2/11/13 10:00,Person_5440,Oil & Gas,USA,FALSE,Illegal,5,1,Bank_259,Switzerland,195353309,Medium Risk,Large Transaction,
TX0000000996,Singapore,1655295,Offshore Transfer,2/11/13 11:00,Person_4706,Arms Trade,Singapore,FALSE,Illegal,10,9,Bank_335,Singapore,147321255,Large Risk,Large Transaction,
TX0000000997,Russia,3538720,Property Purchase,2/11/13 12:00,Person_635,Real Estate,USA,TRUE,Illegal,5,0,Bank_448,Panama,314946080,Medium Risk,Large Transaction,
TX0000000998,Russia,3269993,Cash Withdrawal,2/11/13 13:00,Person_3710,Luxury Goods,Singapore,FALSE,Legal,7,8,Bank_181,Switzerland,291029377,Medium Risk,Large Transaction,
TX0000000999,UK,3091439,Cryptocurrency,2/11/13 14:00,Person_6188,Real Estate,Russia,TRUE,Illegal,3,8,Bank_303,Singapore,275138071,Less Risk,Large Transaction,
TX0000001000,India,2629340,Stocks Transfer,2/11/13 15:00,Person_3058,Arms Trade,China,FALSE,Illegal,7,0,Bank_238,Switzerland,234011260,Medium Risk,Large Transaction,
TX0000001001,South Africa,3428738,Cryptocurrency,2/11/13 16:00,Person_4719,Finance,UAE,FALSE,Illegal,5,3,Bank_428,Panama,305157682,Medium Risk,Large Transaction,
TX0000001002,USA,2634894,Stocks Transfer,2/11/13 17:00,Person_7435,Luxury Goods,Singapore,FALSE,Illegal,8,5,Bank_283,Luxembourg,234505566,Medium Risk,Large Transaction,
TX0000001003,India,1560453,Cash Withdrawal,2/11/13 18:00,Person_5829,Finance,Brazil,FALSE,Legal,6,8,Bank_305,Bahamas,138880317,Medium Risk,Large Transaction,
TX0000001004,UK,4819801,Offshore Transfer,2/11/13 19:00,Person_2992,Construction,Switzerland,FALSE,Legal,5,4,Bank_319,Switzerland,428962289,Medium Risk,Large Transaction,
TX0000001005,USA,3914437,Property Purchase,2/11/13 20:00,Person_4259,Construction,Switzerland,FALSE,Illegal,3,9,Bank_166,Bahamas,348384893,Less Risk,Large Transaction,
TX0000001006,UAE,2789739,Stocks Transfer,2/11/13 21:00,Person_1152,Casinos,India,TRUE,Illegal,3,6,Bank_312,Panama,248286771,Less Risk,Large Transaction,
TX0000001007,South Africa,2061145,Property Purchase,2/11/13 22:00,Person_6719,Luxury Goods,UAE,TRUE,Illegal,9,8,Bank_105,Luxembourg,183441905,Large Risk,Large Transaction,
TX0000001008,South Africa,1414467,Cryptocurrency,2/11/13 23:00,Person_4189,Oil & Gas,China,FALSE,Illegal,2,8,Bank_310,Panama,125887563,Less Risk,Large Transaction,
TX0000001009,Singapore,1697624,Property Purchase,2/12/13 0:00,Person_7279,Finance,Russia,FALSE,Legal,7,2,Bank_434,Cayman Islands,151088536,Medium Risk,Large Transaction,
TX0000001010,South Africa,1822507,Cash Withdrawal,2/12/13 1:00,Person_6364,Finance,Singapore,FALSE,Illegal,4,1,Bank_21,Singapore,162203123,Less Risk,Large Transaction,
TX0000001011,UAE,942630,Stocks Transfer,2/12/13 2:00,Person_522,Arms Trade,UK,FALSE,Legal,7,6,Bank_374,Singapore,83894070,Medium Risk,Large Transaction,
TX0000001012,Brazil,3171348,Offshore Transfer,2/12/13 3:00,Person_124,Casinos,UAE,FALSE,Illegal,10,4,Bank_196,Luxembourg,282249972,Large Risk,Large Transaction,
TX0000001013,Switzerland,3980451,Property Purchase,2/12/13 4:00,Person_3076,Real Estate,UK,TRUE,Illegal,9,7,Bank_229,Panama,354260139,Large Risk,Large Transaction,
TX0000001014,India,3510851,Cash Withdrawal,2/12/13 5:00,Person_470,Luxury Goods,Brazil,FALSE,Illegal,9,8,Bank_196,Panama,312465739,Large Risk,Large Transaction,
TX0000001015,USA,201755,Cryptocurrency,2/12/13 6:00,Person_9786,Construction,China,FALSE,Legal,3,9,Bank_29,Panama,17956195,Less Risk,Large Transaction,
TX0000001016,USA,2421616,Cryptocurrency,2/12/13 7:00,Person_1671,Real Estate,South Africa,FALSE,Legal,4,2,Bank_125,Luxembourg,215523824,Less Risk,Large Transaction,
TX0000001017,China,4298538,Offshore Transfer,2/12/13 8:00,Person_5047,Oil & Gas,South Africa,FALSE,Legal,8,4,Bank_149,Bahamas,382569882,Medium Risk,Large Transaction,
TX0000001018,Brazil,4666607,Stocks Transfer,2/12/13 9:00,Person_1167,Construction,India,FALSE,Illegal,10,0,Bank_181,Cayman Islands,415328023,Large Risk,Large Transaction,
TX0000001019,Singapore,4252607,Stocks Transfer,2/12/13 10:00,Person_6446,Luxury Goods,Switzerland,TRUE,Illegal,2,8,Bank_490,Switzerland,378482023,Less Risk,Large Transaction,
TX0000001020,UK,4898117,Offshore Transfer,2/12/13 11:00,Person_3666,Luxury Goods,Russia,TRUE,Legal,5,1,Bank_77,Switzerland,435932413,Medium Risk,Large Transaction,
TX0000001021,India,2037012,Offshore Transfer,2/12/13 12:00,Person_3808,Construction,Switzerland,FALSE,Legal,3,0,Bank_272,Switzerland,181294068,Less Risk,Large Transaction,
TX0000001022,Switzerland,1377795,Property Purchase,2/12/13 13:00,Person_429,Finance,China,FALSE,Illegal,2,8,Bank_166,Cayman Islands,122623755,Less Risk,Large Transaction,
TX0000001023,USA,395201,Cryptocurrency,2/12/13 14:00,Person_7465,Luxury Goods,India,FALSE,Illegal,5,7,Bank_23,Panama,35172889,Medium Risk,Large Transaction,
TX0000001024,India,2860497,Stocks Transfer,2/12/13 15:00,Person_111,Oil & Gas,China,FALSE,Illegal,7,9,Bank_125,Bahamas,254584233,Medium Risk,Large Transaction,
TX0000001025,USA,4160571,Stocks Transfer,2/12/13 16:00,Person_7853,Luxury Goods,Switzerland,FALSE,Legal,7,6,Bank_90,Singapore,370290819,Medium Risk,Large Transaction,
TX0000001026,Singapore,3291556,Property Purchase,2/12/13 17:00,Person_778,Construction,India,FALSE,Illegal,7,9,Bank_280,Bahamas,292948484,Medium Risk,Large Transaction,
TX0000001027,India,228108,Property Purchase,2/12/13 18:00,Person_1708,Luxury Goods,UAE,FALSE,Legal,10,8,Bank_463,Luxembourg,20301612,Large Risk,Large Transaction,
TX0000001028,South Africa,679734,Stocks Transfer,2/12/13 19:00,Person_7414,Construction,India,FALSE,Illegal,9,2,Bank_121,Luxembourg,60496326,Large Risk,Large Transaction,
TX0000001029,Brazil,2573258,Cryptocurrency,2/12/13 20:00,Person_617,Casinos,China,TRUE,Illegal,5,4,Bank_351,Singapore,229019962,Medium Risk,Large Transaction,
TX0000001030,Singapore,4015816,Stocks Transfer,2/12/13 21:00,Person_7786,Casinos,South Africa,FALSE,Illegal,6,4,Bank_161,Cayman Islands,357407624,Medium Risk,Large Transaction,
TX0000001031,Russia,2369969,Property Purchase,2/12/13 22:00,Person_58,Luxury Goods,Russia,FALSE,Legal,4,4,Bank_249,Singapore,210927241,Less Risk,Large Transaction,
TX0000001032,Switzerland,3864642,Cash Withdrawal,2/12/13 23:00,Person_8141,Real Estate,China,FALSE,Illegal,2,9,Bank_299,Luxembourg,343953138,Less Risk,Large Transaction,
TX0000001033,Brazil,492627,Cryptocurrency,2/13/13 0:00,Person_4980,Arms Trade,China,FALSE,Illegal,8,9,Bank_339,Bahamas,43843803,Medium Risk,Large Transaction,
TX0000001034,South Africa,4063345,Offshore Transfer,2/13/13 1:00,Person_8437,Finance,India,FALSE,Illegal,7,6,Bank_66,Cayman Islands,361637705,Medium Risk,Large Transaction,
TX0000001035,Brazil,4159216,Cash Withdrawal,2/13/13 2:00,Person_3562,Casinos,Brazil,FALSE,Illegal,3,4,Bank_327,Switzerland,370170224,Less Risk,Large Transaction,
TX0000001036,China,864935,Stocks Transfer,2/13/13 3:00,Person_5070,Construction,India,FALSE,Legal,7,2,Bank_482,Bahamas,76979215,Medium Risk,Large Transaction,
TX0000001037,China,1615173,Cash Withdrawal,2/13/13 4:00,Person_1457,Real Estate,Singapore,FALSE,Legal,10,8,Bank_376,Switzerland,143750397,Large Risk,Large Transaction,
TX0000001038,Singapore,2738265,Offshore Transfer,2/13/13 5:00,Person_4866,Casinos,Switzerland,FALSE,Illegal,10,8,Bank_289,Bahamas,243705585,Large Risk,Large Transaction,
TX0000001039,India,1130790,Stocks Transfer,2/13/13 6:00,Person_7373,Casinos,Switzerland,TRUE,Illegal,4,9,Bank_476,Luxembourg,100640310,Less Risk,Large Transaction,
TX0000001040,India,608066,Stocks Transfer,2/13/13 7:00,Person_251,Casinos,India,FALSE,Illegal,1,6,Bank_198,Panama,54117874,Less Risk,Large Transaction,
TX0000001041,Russia,3174730,Cryptocurrency,2/13/13 8:00,Person_5127,Finance,Russia,FALSE,Illegal,9,5,Bank_129,Cayman Islands,282550970,Large Risk,Large Transaction,
TX0000001042,South Africa,2061696,Cryptocurrency,2/13/13 9:00,Person_7404,Oil & Gas,Singapore,TRUE,Illegal,7,6,Bank_12,Luxembourg,183490944,Medium Risk,Large Transaction,
TX0000001043,Brazil,3457472,Property Purchase,2/13/13 10:00,Person_8850,Arms Trade,UAE,FALSE,Illegal,9,9,Bank_158,Singapore,307715008,Large Risk,Large Transaction,
TX0000001044,South Africa,3563329,Offshore Transfer,2/13/13 11:00,Person_1315,Arms Trade,India,FALSE,Illegal,8,2,Bank_214,Singapore,317136281,Medium Risk,Large Transaction,
TX0000001045,UAE,4627346,Cash Withdrawal,2/13/13 12:00,Person_6018,Real Estate,India,FALSE,Legal,10,5,Bank_473,Luxembourg,411833794,Large Risk,Large Transaction,
TX0000001046,UAE,3553653,Offshore Transfer,2/13/13 13:00,Person_8593,Real Estate,Switzerland,FALSE,Legal,8,2,Bank_377,Bahamas,316275117,Medium Risk,Large Transaction,
TX0000001047,India,1010629,Offshore Transfer,2/13/13 14:00,Person_7820,Luxury Goods,UK,FALSE,Illegal,10,1,Bank_388,Singapore,89945981,Large Risk,Large Transaction,
TX0000001048,Brazil,4623721,Property Purchase,2/13/13 15:00,Person_9909,Construction,Switzerland,FALSE,Illegal,5,7,Bank_333,Luxembourg,411511169,Medium Risk,Large Transaction,
TX0000001049,USA,1062187,Property Purchase,2/13/13 16:00,Person_4854,Oil & Gas,India,FALSE,Illegal,3,3,Bank_260,Singapore,94534643,Less Risk,Large Transaction,
TX0000001050,Brazil,820483,Cash Withdrawal,2/13/13 17:00,Person_2782,Arms Trade,UK,FALSE,Illegal,10,2,Bank_329,Singapore,73022987,Large Risk,Large Transaction,
TX0000001051,UAE,4775457,Property Purchase,2/13/13 18:00,Person_570,Construction,South Africa,FALSE,Illegal,9,7,Bank_254,Luxembourg,425015673,Large Risk,Large Transaction,
TX0000001052,South Africa,4238044,Cash Withdrawal,2/13/13 19:00,Person_3651,Luxury Goods,Switzerland,FALSE,Illegal,2,2,Bank_6,Singapore,377185916,Less Risk,Large Transaction,
TX0000001053,China,2350720,Cryptocurrency,2/13/13 20:00,Person_8803,Casinos,UK,TRUE,Legal,1,7,Bank_295,Luxembourg,209214080,Less Risk,Large Transaction,
TX0000001054,Singapore,1167185,Stocks Transfer,2/13/13 21:00,Person_1906,Oil & Gas,Singapore,FALSE,Legal,3,3,Bank_414,Switzerland,103879465,Less Risk,Large Transaction,
TX0000001055,Singapore,2040995,Property Purchase,2/13/13 22:00,Person_2430,Construction,China,TRUE,Illegal,6,6,Bank_415,Luxembourg,181648555,Medium Risk,Large Transaction,
TX0000001056,UK,3419103,Stocks Transfer,2/13/13 23:00,Person_839,Casinos,Russia,TRUE,Illegal,9,9,Bank_428,Panama,304300167,Large Risk,Large Transaction,
TX0000001057,USA,3998845,Offshore Transfer,2/14/13 0:00,Person_3741,Arms Trade,Switzerland,FALSE,Illegal,2,6,Bank_53,Switzerland,355897205,Less Risk,Large Transaction,
TX0000001058,Brazil,1091461,Cryptocurrency,2/14/13 1:00,Person_853,Finance,Switzerland,TRUE,Illegal,1,6,Bank_478,Panama,97140029,Less Risk,Large Transaction,
TX0000001059,Russia,146273,Stocks Transfer,2/14/13 2:00,Person_4380,Construction,India,FALSE,Illegal,5,7,Bank_228,Cayman Islands,13018297,Medium Risk,Large Transaction,
TX0000001060,China,767405,Offshore Transfer,2/14/13 3:00,Person_407,Arms Trade,India,TRUE,Legal,8,8,Bank_102,Panama,68299045,Medium Risk,Large Transaction,
TX0000001061,USA,912358,Offshore Transfer,2/14/13 4:00,Person_2334,Luxury Goods,USA,FALSE,Legal,7,8,Bank_246,Bahamas,81199862,Medium Risk,Large Transaction,
TX0000001062,Russia,328602,Offshore Transfer,2/14/13 5:00,Person_3235,Casinos,China,FALSE,Illegal,9,3,Bank_463,Switzerland,29245578,Large Risk,Large Transaction,
TX0000001063,UAE,1114071,Property Purchase,2/14/13 6:00,Person_6854,Real Estate,Singapore,FALSE,Illegal,8,8,Bank_241,Switzerland,99152319,Medium Risk,Large Transaction,
TX0000001064,UAE,1688200,Cryptocurrency,2/14/13 7:00,Person_2226,Real Estate,UK,FALSE,Illegal,2,9,Bank_229,Singapore,150249800,Less Risk,Large Transaction,
TX0000001065,UK,3670460,Property Purchase,2/14/13 8:00,Person_7766,Casinos,Russia,FALSE,Illegal,3,5,Bank_430,Cayman Islands,326670940,Less Risk,Large Transaction,
TX0000001066,UAE,1456031,Offshore Transfer,2/14/13 9:00,Person_3337,Real Estate,Russia,FALSE,Legal,2,3,Bank_439,Luxembourg,129586759,Less Risk,Large Transaction,
TX0000001067,Russia,3595673,Property Purchase,2/14/13 10:00,Person_8222,Construction,Switzerland,FALSE,Illegal,10,6,Bank_376,Cayman Islands,320014897,Large Risk,Large Transaction,
TX0000001068,UK,4949950,Property Purchase,2/14/13 11:00,Person_5463,Luxury Goods,Switzerland,FALSE,Illegal,6,0,Bank_247,Cayman Islands,440545550,Medium Risk,Large Transaction,
TX0000001069,UK,3580998,Cash Withdrawal,2/14/13 12:00,Person_845,Casinos,USA,TRUE,Illegal,9,8,Bank_171,Singapore,318708822,Large Risk,Large Transaction,
TX0000001070,Singapore,2048157,Offshore Transfer,2/14/13 13:00,Person_9104,Arms Trade,Russia,TRUE,Illegal,9,0,Bank_108,Cayman Islands,182285973,Large Risk,Large Transaction,
TX0000001071,Singapore,2665285,Stocks Transfer,2/14/13 14:00,Person_7001,Construction,Brazil,FALSE,Legal,9,2,Bank_66,Bahamas,237210365,Large Risk,Large Transaction,
TX0000001072,USA,1234633,Cryptocurrency,2/14/13 15:00,Person_9629,Luxury Goods,UAE,FALSE,Illegal,10,4,Bank_213,Luxembourg,109882337,Large Risk,Large Transaction,
TX0000001073,Russia,959218,Cryptocurrency,2/14/13 16:00,Person_287,Construction,Brazil,FALSE,Legal,3,0,Bank_454,Bahamas,85370402,Less Risk,Large Transaction,
TX0000001074,USA,4790786,Cash Withdrawal,2/14/13 17:00,Person_4957,Oil & Gas,UAE,FALSE,Legal,5,4,Bank_266,Switzerland,426379954,Medium Risk,Large Transaction,
TX0000001075,UAE,4789712,Cash Withdrawal,2/14/13 18:00,Person_7231,Real Estate,UAE,FALSE,Illegal,4,0,Bank_227,Panama,426284368,Less Risk,Large Transaction,
TX0000001076,Russia,4825364,Property Purchase,2/14/13 19:00,Person_4693,Luxury Goods,UAE,TRUE,Illegal,3,6,Bank_470,Switzerland,429457396,Less Risk,Large Transaction,
TX0000001077,USA,3755298,Cash Withdrawal,2/14/13 20:00,Person_3925,Casinos,India,FALSE,Illegal,1,8,Bank_365,Singapore,334221522,Less Risk,Large Transaction,
TX0000001078,India,430201,Cryptocurrency,2/14/13 21:00,Person_9291,Finance,Russia,FALSE,Illegal,3,0,Bank_248,Switzerland,38287889,Less Risk,Large Transaction,
TX0000001079,South Africa,4911697,Offshore Transfer,2/14/13 22:00,Person_7191,Luxury Goods,USA,TRUE,Illegal,9,5,Bank_450,Singapore,437141033,Large Risk,Large Transaction,
TX0000001080,UAE,1212662,Offshore Transfer,2/14/13 23:00,Person_147,Real Estate,UAE,FALSE,Legal,3,8,Bank_315,Singapore,107926918,Less Risk,Large Transaction,
TX0000001081,South Africa,3622206,Offshore Transfer,2/15/13 0:00,Person_3065,Casinos,Brazil,TRUE,Legal,2,0,Bank_410,Singapore,322376334,Less Risk,Large Transaction,
TX0000001082,China,4546894,Stocks Transfer,2/15/13 1:00,Person_9199,Luxury Goods,Switzerland,TRUE,Illegal,4,1,Bank_89,Panama,404673566,Less Risk,Large Transaction,
TX0000001083,USA,2394398,Offshore Transfer,2/15/13 2:00,Person_8234,Real Estate,Russia,FALSE,Illegal,6,1,Bank_476,Switzerland,213101422,Medium Risk,Large Transaction,
TX0000001084,UAE,157331,Property Purchase,2/15/13 3:00,Person_251,Construction,China,FALSE,Illegal,4,6,Bank_489,Cayman Islands,14002459,Less Risk,Large Transaction,
TX0000001085,Russia,1672779,Stocks Transfer,2/15/13 4:00,Person_2388,Real Estate,USA,FALSE,Illegal,2,6,Bank_46,Bahamas,148877331,Less Risk,Large Transaction,
TX0000001086,Russia,2125434,Cash Withdrawal,2/15/13 5:00,Person_8161,Real Estate,UK,TRUE,Illegal,8,0,Bank_179,Singapore,189163626,Medium Risk,Large Transaction,
TX0000001087,India,3702467,Stocks Transfer,2/15/13 6:00,Person_8466,Construction,USA,FALSE,Illegal,2,2,Bank_309,Singapore,329519563,Less Risk,Large Transaction,
TX0000001088,UK,2513044,Cryptocurrency,2/15/13 7:00,Person_3922,Casinos,Switzerland,TRUE,Illegal,5,7,Bank_70,Panama,223660916,Medium Risk,Large Transaction,
TX0000001089,Singapore,3087232,Cryptocurrency,2/15/13 8:00,Person_1144,Oil & Gas,Singapore,FALSE,Legal,4,0,Bank_242,Bahamas,274763648,Less Risk,Large Transaction,
TX0000001090,UK,4949782,Offshore Transfer,2/15/13 9:00,Person_5639,Casinos,South Africa,TRUE,Illegal,9,8,Bank_38,Switzerland,440530598,Large Risk,Large Transaction,
TX0000001091,Brazil,1364979,Offshore Transfer,2/15/13 10:00,Person_5683,Finance,South Africa,TRUE,Legal,9,8,Bank_391,Panama,121483131,Large Risk,Large Transaction,
TX0000001092,Switzerland,2261719,Stocks Transfer,2/15/13 11:00,Person_7725,Real Estate,South Africa,FALSE,Illegal,4,7,Bank_98,Singapore,201292991,Less Risk,Large Transaction,
TX0000001093,UAE,1218544,Offshore Transfer,2/15/13 12:00,Person_5560,Oil & Gas,India,FALSE,Illegal,5,6,Bank_35,Switzerland,108450416,Medium Risk,Large Transaction,
TX0000001094,South Africa,3372852,Stocks Transfer,2/15/13 13:00,Person_9621,Casinos,UK,FALSE,Illegal,10,2,Bank_8,Singapore,300183828,Large Risk,Large Transaction,
TX0000001095,Brazil,3086873,Offshore Transfer,2/15/13 14:00,Person_7030,Finance,UK,TRUE,Illegal,2,3,Bank_401,Panama,274731697,Less Risk,Large Transaction,
TX0000001096,China,4841807,Property Purchase,2/15/13 15:00,Person_6833,Construction,USA,FALSE,Legal,8,7,Bank_163,Switzerland,430920823,Medium Risk,Large Transaction,
